ID,Title,Content,Excerpt,Date,"Post Type",Permalink,_catalog,_crosssell_skus,_elementor_edit_mode,_elementor_template_type,_elementor_version,_et_additional_block,_et_primary_category,_et_product_slider,_et_product_view_color,_et_product_view_hover,_et_sale_counter,_et_single_layout,_et_single_thumbnail_hover,_file_path,_file_paths,_fixed_price_rules,_has_multi_selling,_heateor_sss_meta,_is_multi_parent,_la-digue_price,_la-digue_price_method,_la-digue_regular_price,_la-digue_sale_price,_la-digue_sale_price_dates,_la-digue_sale_price_dates_from,_la-digue_sale_price_dates_to,_mahe_price,_mahe_price_method,_mahe_regular_price,_mahe_sale_price,_mahe_sale_price_dates,_mahe_sale_price_dates_from,_mahe_sale_price_dates_to,_max_variation_price,_max_variation_regular_price,_max_variation_sale_price,_min_variation_price,_min_variation_regular_price,_min_variation_sale_price,_praslin_price,_praslin_price_method,_praslin_regular_price,_praslin_sale_price,_praslin_sale_price_dates,_praslin_sale_price_dates_from,_praslin_sale_price_dates_to,_product_video_autoplay,_product_video_code,_product_video_gallery,_sale_price_time_end,_sale_price_time_start,_tiered_price_rules_type,_upsell_skus,_wcfm_new_product_notified,_wcfm_product_approved_notified,_wcfm_product_author,_wcfm_product_views,_wcfmmp_commission,_wcfmmp_processing_time,_woo_uom_input,_wp_old_date,_wp_old_slug,_wp_page_template,_wp_trash_meta_status,_wp_trash_meta_time,108,1147,1334,1560,236,25,469.57,9.57,disable_add_to_cart,disable_price,manually,onesignal_meta_box_present,onesignal_modify_title_and_content,onesignal_notification_custom_content,onesignal_notification_custom_heading,onesignal_send_notification,price1,price2,rs_page_bg_color,wcfm_policy_product_options,Brands,"Product Type","Product Visibility","Product categories","Product tags","Product shipping classes","Image URL","Images Filename","Images Path","Images ID","Images Title","Images Caption","Images Description","Images Alt Text","Attachment URL","Attachments Filename","Attachments Path","Attachments ID","Attachments Title","Attachments Caption","Attachments Description","Attachments Alt Text",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date","Attribute Name (Packages)","Attribute Value (Packages)","Attribute In Variations (Packages)","Attribute Is Visible (Packages)","Attribute Is Taxonomy (Packages)","Attribute Position (Packages)",Visibility,"Stock Status",Downloadable,Virtual,"Regular Price","Sale Price","Purchase Note",Featured,Weight,Length,Width,Height,SKU,"Sale Price Dates From","Sale Price Dates To",Price,"Sold IndivIDually","Manage Stock",Stock,Up-Sells,Cross-Sells,"Downloadable Files","Download Limit","Download Expiry","Product URL","Button Text",Backorders,"Tax Status","Tax Class","Default Attributes","Total Sales","Product Version","Variation Description","WC Rating Count","WC Review Count","WC Average Rating","Downloadable File Name"
4841,"Antiseptic liquid savlon 24x500ml","""Give yourself and your family complete protection with the savlon antiseptic liquid that is an all-round wound care liquid trusted by doctors. Its special formula is effective in cleaning and disinfecting wounds and has healing properties. Bring home this antiseptic liquid that provides effective protection against germs and is the most trusted disinfection and wound healing antiseptic liquid used at home, hospitals, etc. 

Key benefits/uses:
An effective disinfectant solution that kills 99.9% of germs.
Safe wound care antiseptic liquid that heals gently.
Used at home and hospitals and is trusted by doctors.

Direction for use/dosage:
Has a strong formula; dilute before using.
Read the label for usage instructions.

Safety information:
For external use only; don’t swallow the liquid.
Check for an expiration date before use.
Keep it out of reach of children.
Store it in a cool and dry place""
",,"March 26, 2021",product,https://shop.ewdc.in/product/antiseptic-liquid-savlon-24x500ml/,,,,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,1785,manually,469.57,,default,,,1785,manually,108,,default,,,,,,,,,1785,manually,135,,default,,,,,,,,,,,,,,"{""commission_mode"":""global"",""commission_percent"":""90"",""commission_fixed"":"""",""tax_name"":"""",""tax_percent"":""""}",,,2021-02-12,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,SAVLON,simple,visible,Savlon,"Health &amp; Personal Care",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,antiseptic-liquid-savlon-24x500ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,1785,,,,,,,,AMHYG0418,,,1785,no,yes,15,,,,-1,-1,,,no,none,,a:0:{},0,5.0.0,,,0,0,
4843,"Yoghurt plain pascual 24x125ml","""Enjoy a deliciously creamy yogurt.

Pascual’s creamy yogurt is a super smooth yogurt featuring delicious fruit combinations.
""
",,"March 26, 2021",product,https://shop.ewdc.in/product/yoghurt-plain-pascual-24x125ml/,,,,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,229.7,manually,469.57,,default,,,229.7,manually,108,,default,,,,,,,,,229.7,manually,135,,default,,,,,,,,,,,,,1,"{""commission_mode"":""global"",""commission_percent"":""90"",""commission_fixed"":"""",""tax_name"":"""",""tax_percent"":""""}",,,2021-02-12,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,PASCUAL,simple,visible,"Dairy egg &amp; cheeses",Grocery,,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,yoghurt-plain-pascual-24x125ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,229.7,,,,,,,,DRYOG0025,,,229.7,no,yes,15,,,,-1,-1,,,no,none,,a:0:{},0,5.0.0,,,0,0,
4845,"Cheese sandwich slices president 36 x 200 gm","""President sandwich cheese slices is a soft, mild-tasting fresh cheese made from milk, it can be mixed with other ingredients, such as yogurt or pepper jelly, to make spreads. They make a perfect accompaniment for your sandwiches and burgers and can also be added to pasta and noodles for a cheesy zing.
Product features:  
•brand: president
•size: 200 g
•packaging: pouch
•details: rich in calcium, it also proves to be an excellent source of daily nutrition
•individually packed, they're fun for the whole family
""
",,"March 26, 2021",product,https://shop.ewdc.in/product/cheese-sandwich-slices-president-36-x-200-gm/,,,,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,1352,manually,469.57,,default,,,1352,manually,108,,default,,,,,,,,,1352,manually,135,,default,,,,,,,,,,,,,12,"{""commission_mode"":""global"",""commission_percent"":""90"",""commission_fixed"":"""",""tax_name"":"""",""tax_percent"":""""}",,,2021-02-12,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,PRESIDENT,simple,visible,"Dairy egg &amp; cheeses",Grocery,,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,cheese-sandwich-slices-president-36-x-200-gm,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,1352,,,,,,,,CHCHE0311,,,1352,no,yes,15,,,,-1,-1,,,no,none,,a:0:{},1,5.0.0,,,0,0,
4847,"Floor cleaner spring freshnes hes 6 x 2.5 ltr","""Turkey's no.1 floor cleaning brand, recommended by the indian medical association 
• removes 100 types of stains &amp; 100 germ strains 
• use directly or diluted for regular use, suitable for cleaning all kinds of surfaces 
• leaves a pleasant fragrance 
• available variants: spring , available sizes: 500ml, 975ml and 2.5l
""
",,"March 26, 2021",product,https://shop.ewdc.in/product/floor-cleaner-spring-freshnes-hes-6-x-2-5-ltr/,,,,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,350,manually,469.57,,default,,,350,manually,108,,default,,,,,,,,,350,manually,135,,default,,,,,,,,,,,yes,,14,"{""commission_mode"":""global"",""commission_percent"":""90"",""commission_fixed"":"""",""tax_name"":"""",""tax_percent"":""""}",,,2021-02-12,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,HES,simple,visible,Hygiene,"Health &amp; Personal Care",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,floor-cleaner-spring-freshnes-hes-6-x-2-5-ltr,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,350,,,,,,,,AMHYG0386,,,350,no,yes,15,,,,-1,-1,,,no,none,,a:0:{},1,5.0.0,,,0,0,
4849,"Floor cleaner spring freshnes hes 12 x 1 lt","<p>""Turkey's no.1 floor cleaning brand, recommended by the indian medical association<br>• removes 100 types of stains &amp; 100 germ strains<br>• use directly or diluted for regular use, suitable for cleaning all kinds of surfaces<br>• leaves a pleasant fragrance<br>• available variants: spring , available sizes: 500ml, 975ml and 2.5l<br>""</p>",,"March 26, 2021",product,https://shop.ewdc.in/product/floor-cleaner-spring-freshnes-hes-12-x-1-lt/,no,,,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,120,manually,469.57,,default,,,120,manually,108,,default,,,,,,,,,120,manually,135,,default,,,,,,,,fixed,,yes,yes,,117,"{""commission_mode"":""global"",""commission_percent"":""90"",""commission_fixed"":"""",""tax_name"":"""",""tax_percent"":""""}",2,,2021-02-12,,default,,,108,,,,236,,469.57,,no,no,manually,1,,,,,,100,,"{""0"":"""",""shipping_policy"":""<p>here comes shipping Policy</p>"",""refund_policy"":""<p>here comes refund Policy</p>"",""cancellation_policy"":""<p>here comes <strong>Cancellation/Return/Exchange Policy</strong></p>"",""policy_tab_title"":""Policy""}",HES,simple,visible,Hygiene,"Health &amp; Personal Care",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,floor-cleaner-spring-freshnes-hes-12-x-1-lt,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,120,,,,,,,,AMHYG0385,,,120,no,yes,15,,,,-1,-1,,,no,none,,a:0:{},8,5.0.0,,,0,0,
4883,"Hd garbage bag hotpack (65x95cm) 30x20pcs","Hd garbage bag hotpack (65x95cm)",,"March 26, 2021",product,https://shop.ewdc.in/product/hd-garbage-bag-hotpack-65x95cm-30x20pcs-2/,,,,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],4834,,,713.04,manually,469.57,,default,,,713.04,manually,108,,default,,,,,,,,,713.04,manually,135,,default,,,,,,,,,,,yes,,5,"{""commission_mode"":""global"",""commission_percent"":""90"",""commission_fixed"":"""",""tax_name"":"""",""tax_percent"":""""}",,,2021-02-13,,default,,,108,,,,236,,469.57,,,,manually,1,,,,,,,,,"Acqua Panna",simple,visible,Cleaning,"Home Care &amp; Cleaning",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,hd-garbage-bag-hotpack-65x95cm-30x20pcs-2,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,713.04,,,,,,,,AMBAG0173-1,,,713.04,no,no,,,,,-1,-1,,,no,none,,a:0:{},2,5.0.0,,,0,0,
4922,"New product",,,"March 26, 2021",product,https://shop.ewdc.in/product/new-product/,no,,,,,,,,,,,,,,,[],,,,25,manually,469.57,25,default,,,25,manually,108,25,default,,,,,,,,,25,manually,135,25,default,,,,,,,,fixed,,yes,,34,1,,,,2021-02-17,,,,,108,,,,236,25,469.57,,no,no,manually,,,,,,,,,"{""0"":"""",""shipping_policy"":""<p><br></p>"",""refund_policy"":""<p><br></p>"",""cancellation_policy"":""<p><br></p>""}",ATLAS,simple,visible,"Alcholic drink",,,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,new-product,,,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,50,25,,,,,,,1223,,,25,no,no,,,,,-1,-1,,,no,none,,a:0:{},3,5.0.0,,,0,0,
4994,"CHEESE PANEER AMUL 200 GM",,,"March 26, 2021",product,https://shop.ewdc.in/product/cheese-paneer-amul-200-gm/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,53,manually,469.57,,default,,,53,manually,108,,default,,,,,,,,,53,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,AMUL,simple,visible,"Dairy Products",PANEER,,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,cheese-paneer-amul-200-gm,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,53,,,no,,,,,CHCHE0090,,,53,no,no,,,,,-1,-1,,,no,none,0,a:0:{},0,5.0.0,,,0,0,
4997,"CHEESE AMUL 1 KG",,,"March 26, 2021",product,https://shop.ewdc.in/product/cheese-amul-1-kg/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,220,manually,469.57,,default,,,220,manually,108,,default,,,,,,,,,220,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,AMUL,simple,visible,"Dairy Products",CHEESE,,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,cheese-amul-1-kg,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,220,,,no,,,,,CHCHE0229,,,220,no,no,,,,,-1,-1,,,no,none,0,a:0:{},0,5.0.0,,,0,0,
5000,"MEAT TENDERIZER BAYARA 330 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/meat-tenderizer-bayara-330-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,85,manually,469.57,,default,,,85,manually,108,,default,,,,,,,,,85,manually,135,,default,,,,,,,,,[],,,,1,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,BAYARA,simple,visible,"Grocery &amp; Food Cupboard","MEAT,TENDRIZER",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,meat-tenderizer-bayara-330-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,85,,,no,,,,,DRSPC0043,,,85,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
5003,"THYME BAYARA 330 ML",,,"March 26, 2021",product,https://shop.ewdc.in/product/thyme-bayara-330-ml/,,a:0:{},,,,0,auto,inherit,inherit,inherit,disable,standard,inherit,,,[],,,,45,manually,469.57,,default,,,45,manually,108,,default,,,,,,,,,45,manually,135,,default,,,,,,,,,[],,,,,,,,1970-01-01,,default,,,108,,,,236,,469.57,,,,manually,,,,,,,,,,BAYARA,simple,visible,"Grocery &amp; Food Cupboard","BAYARA,THYME",,,,,,,,,,,,,,,,,,publish,1,shopewdc,rajkumar@zuantechnology.com,"New order",order,thyme-bayara-330-ml,,default,0,0,0,open,open,"March 26, 2021",packages,,no,no,yes,,,instock,no,no,45,,,no,,,,,DRSPC0047,,,45,no,no,,,,,-1,-1,,,no,none,15,a:0:{},0,5.0.0,,,0,0,
