ID,Title,Content,Excerpt,_la-digue_price,_la-digue_price_method,_la-digue_regular_price,_la-digue_sale_price,_mahe_price,_mahe_price_method,_mahe_regular_price,_mahe_sale_price,_praslin_price,_praslin_price_method,_praslin_regular_price,_praslin_sale_price,price1,price2,Brands,"Product Type","Product categories","Product tags","Image URL","Images Filename","Stock Status","Regular Price","Sale Price",Featured,SKU,"Manage Stock",Stock,"Variation Description"
1096,Note,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure anything embarrassing. Suspendisse etiam a suspendisse urna vitae natoque ut a ante vestibulum.
Quis commodo consequat feugiat sapien ut tempor laoreet a suspendisse arcu parturient proin nulla tortor inceptos elementum penatibus vestibulum ac in sagittis ac maecenas natoque felis quam. Venenatis varius a quam quis cum placerat.
<img src=""https://shop.ewdc.in/wp-content/uploads/2020/12/Image-1-3.jpg"" alt="""" width=""1032"" height=""378"" />
Leo elit dui adipiscing ad eleifend congue primis curabitur etiam mi scelerisque nibh habitasse consectetur sapien lacinia condimentum eget. Gravida cubilia justo lacinia scelerisque purus justo orci a vestibulum donec primis suspendisse dignissim class tortor phasellus vestibulum duis ullamcorper natoque leo cursus.","<p style=""text-transform: capitalize"">Uses a dictionary of over combined wth a handful of model sentence structures, to generatein lorem Isum which looks reasonable.</p>
<span style=""color: #999999;text-transform: capitalize""><i class=""et-icon et-tick"" style=""margin-right: 10px""></i> DPI Selection:2600/2000/1600/1200</span>
<span style=""color: #999999;text-transform: capitalize""><i class=""et-icon et-tick"" style=""margin-right: 10px""></i> Connect Directly To Suspension</span>",,,,,,,,,,,,,,,,simple,"Children,Furniture,TV &amp; Monitor","Apparels,Electronics,Television",https://shop.ewdc.in/wp-content/uploads/2020/12/11.jpg||https://shop.ewdc.in/wp-content/uploads/2020/12/1-3.jpg,11.jpg||1-3.jpg,instock,850,,,12345-3-1-1-5,yes,182,
1119,"Classical Chairs","There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure anything embarrassing. Suspendisse etiam a suspendisse urna vitae natoque ut a ante vestibulum.
Quis commodo consequat feugiat sapien ut tempor laoreet a suspendisse arcu parturient proin nulla tortor inceptos elementum penatibus vestibulum ac in sagittis ac maecenas natoque felis quam. Venenatis varius a quam quis cum placerat.
<img src=""https://shop.ewdc.in/wp-content/uploads/2020/12/Image-1-3.jpg"" alt="""" width=""1032"" height=""378"" />
Leo elit dui adipiscing ad eleifend congue primis curabitur etiam mi scelerisque nibh habitasse consectetur sapien lacinia condimentum eget. Gravida cubilia justo lacinia scelerisque purus justo orci a vestibulum donec primis suspendisse dignissim class tortor phasellus vestibulum duis ullamcorper natoque leo cursus.","<p style=""text-transform: capitalize"">Uses a dictionary of over combined wth a handful of model sentence structures, to generatein lorem Isum which looks reasonable.</p>
<span style=""color: #999999;text-transform: capitalize""><i class=""et-icon et-tick"" style=""margin-right: 10px""></i> DPI Selection:2600/2000/1600/1200</span>
<span style=""color: #999999;text-transform: capitalize""><i class=""et-icon et-tick"" style=""margin-right: 10px""></i> Connect Directly To Suspension</span>",,,,,,,,,,,,,,,,simple,"Accessories,Children,Clothings,Computer,Furniture,Groceries",,https://shop.ewdc.in/wp-content/uploads/2020/12/13.jpg||https://shop.ewdc.in/wp-content/uploads/2020/12/4-2.jpg,13.jpg||4-2.jpg,instock,905,,,12345-2-1,yes,182,
1120,"Wooden Classical","There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure anything embarrassing. Suspendisse etiam a suspendisse urna vitae natoque ut a ante vestibulum.
Quis commodo consequat feugiat sapien ut tempor laoreet a suspendisse arcu parturient proin nulla tortor inceptos elementum penatibus vestibulum ac in sagittis ac maecenas natoque felis quam. Venenatis varius a quam quis cum placerat.
<img src=""https://shop.ewdc.in/wp-content/uploads/2020/12/Image-1-3.jpg"" alt="""" width=""1032"" height=""378"" />
Leo elit dui adipiscing ad eleifend congue primis curabitur etiam mi scelerisque nibh habitasse consectetur sapien lacinia condimentum eget. Gravida cubilia justo lacinia scelerisque purus justo orci a vestibulum donec primis suspendisse dignissim class tortor phasellus vestibulum duis ullamcorper natoque leo cursus.","<p style=""text-transform: capitalize"">Uses a dictionary of over combined wth a handful of model sentence structures, to generatein lorem Isum which looks reasonable.</p>
<span><i class=""et-icon et-star"" style=""margin-right: 10px""></i> DPI Selection:2600/2000/1600/1200</span>
<span><i class=""et-icon et-time"" style=""margin-right: 10px""></i> Connect Directly To Suspension</span>",,,,,,,,,,,,,,,,simple,"Accessories,Children,Electronics,Groceries",,https://shop.ewdc.in/wp-content/uploads/2020/12/12.jpg||https://shop.ewdc.in/wp-content/uploads/2020/12/14.jpg,12.jpg||14.jpg,instock,760,,,12345-2-2,yes,188.000000,
1121,"New Chairs","There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure anything embarrassing. Suspendisse etiam a suspendisse urna vitae natoque ut a ante vestibulum.
Quis commodo consequat feugiat sapien ut tempor laoreet a suspendisse arcu parturient proin nulla tortor inceptos elementum penatibus vestibulum ac in sagittis ac maecenas natoque felis quam. Venenatis varius a quam quis cum placerat.
<img src=""https://shop.ewdc.in/wp-content/uploads/2020/12/Image-1-3.jpg"" alt="""" width=""1032"" height=""378"" />
Leo elit dui adipiscing ad eleifend congue primis curabitur etiam mi scelerisque nibh habitasse consectetur sapien lacinia condimentum eget. Gravida cubilia justo lacinia scelerisque purus justo orci a vestibulum donec primis suspendisse dignissim class tortor phasellus vestibulum duis ullamcorper natoque leo cursus.","<p style=""text-transform: capitalize"">Uses a dictionary of over combined wth a handful of model sentence structures, to generatein lorem Isum which looks reasonable.</p>
<span style=""color: #999999;text-transform: capitalize""><i class=""et-icon et-tick"" style=""margin-right: 10px""></i> DPI Selection:2600/2000/1600/1200</span>
<span style=""color: #999999;text-transform: capitalize""><i class=""et-icon et-tick"" style=""margin-right: 10px""></i> Connect Directly To Suspension</span>",,,,,,,,,,,,,,,Paderno,simple,"Accessories,Children,Electronics,Fashion,Furniture","Electronics,Store",https://shop.ewdc.in/wp-content/uploads/2020/12/14.jpg||https://shop.ewdc.in/wp-content/uploads/2020/12/10-1.jpg,14.jpg||10-1.jpg,instock,705,,,12345-2-3,yes,182,
3731,"Beef Cheeks","<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure anything embarrassing. Suspendisse etiam a suspendisse urna vitae natoque ut a ante vestibulum.<br>Quis commodo consequat feugiat sapien ut tempor laoreet a suspendisse arcu parturient proin nulla tortor inceptos elementum penatibus vestibulum ac in sagittis ac maecenas natoque felis quam. Venenatis varius a quam quis cum placerat.<br><img src=""https://shop.ewdc.in/wp-content/uploads/2020/12/Image-1-3.jpg"" alt="""" width=""1032"" height=""378"" data-mce-src=""https://shop.ewdc.in/wp-content/uploads/2020/12/Image-1-3.jpg""><br>Leo elit dui adipiscing ad eleifend congue primis curabitur etiam mi scelerisque nibh habitasse consectetur sapien lacinia condimentum eget. Gravida cubilia justo lacinia scelerisque purus justo orci a vestibulum donec primis suspendisse dignissim class tortor phasellus vestibulum duis ullamcorper natoque leo cursus.</p>","1 pallet square cut Beef cheeks / frozen
1 pallet available = 605kg (35 cases)",,,,,,,,,,,,,,,,simple,"Accessories,Cameras,Electronics,Sale,TV &amp; Monitor","Apparels,Beef,Chair",https://shop.ewdc.in/wp-content/uploads/2021/01/RTA-Ox-Cheek-2.jpg||https://shop.ewdc.in/wp-content/uploads/2021/01/RTA-Ox-Cheek-1.jpg||https://shop.ewdc.in/wp-content/uploads/2020/12/3-2.jpg||https://shop.ewdc.in/wp-content/uploads/2020/12/1-3.jpg,RTA-Ox-Cheek-2.jpg||RTA-Ox-Cheek-1.jpg||3-2.jpg||1-3.jpg,instock,305,280,,12345-3-1-2,no,,
3733,"New Chairs","<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure anything embarrassing. Suspendisse etiam a suspendisse urna vitae natoque ut a ante vestibulum.<br>Quis commodo consequat feugiat sapien ut tempor laoreet a suspendisse arcu parturient proin nulla tortor inceptos elementum penatibus vestibulum ac in sagittis ac maecenas natoque felis quam. Venenatis varius a quam quis cum placerat.<br><img src=""https://shop.ewdc.in/wp-content/uploads/2020/12/Image-1-3.jpg"" alt="""" width=""1032"" height=""378"" data-mce-src=""https://shop.ewdc.in/wp-content/uploads/2020/12/Image-1-3.jpg""><br>Leo elit dui adipiscing ad eleifend congue primis curabitur etiam mi scelerisque nibh habitasse consectetur sapien lacinia condimentum eget. Gravida cubilia justo lacinia scelerisque purus justo orci a vestibulum donec primis suspendisse dignissim class tortor phasellus vestibulum duis ullamcorper natoque leo cursus.</p>","<p style=""text-transform: capitalize"" data-mce-style=""text-transform: capitalize;"">Uses a dictionary of over combined wth a handful of model sentence structures, to generatein lorem Isum which looks reasonable.</p><p><span style=""color: #999999;text-transform: capitalize"" data-mce-style=""color: #999999; text-transform: capitalize;""><i class=""et-icon et-tick"" style=""margin-right: 10px"" data-mce-style=""margin-right: 10px;""></i> DPI Selection:2600/2000/1600/1200</span><br><span style=""color: #999999;text-transform: capitalize"" data-mce-style=""color: #999999; text-transform: capitalize;""><i class=""et-icon et-tick"" style=""margin-right: 10px"" data-mce-style=""margin-right: 10px;""></i> Connect Directly To Suspension</span></p>",,,,,,,,,,,,,,,,simple,"Accessories,Children,Electronics,Fashion,Furniture","Electronics,Store",https://shop.ewdc.in/wp-content/uploads/2020/12/14.jpg||https://shop.ewdc.in/wp-content/uploads/2020/12/10-1.jpg,14.jpg||10-1.jpg,instock,705,,,12345-2-3,yes,183,
3735,"Wooden Classical","<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure anything embarrassing. Suspendisse etiam a suspendisse urna vitae natoque ut a ante vestibulum.<br>Quis commodo consequat feugiat sapien ut tempor laoreet a suspendisse arcu parturient proin nulla tortor inceptos elementum penatibus vestibulum ac in sagittis ac maecenas natoque felis quam. Venenatis varius a quam quis cum placerat.<br><img src=""https://shop.ewdc.in/wp-content/uploads/2020/12/Image-1-3.jpg"" alt="""" width=""1032"" height=""378"" data-mce-src=""https://shop.ewdc.in/wp-content/uploads/2020/12/Image-1-3.jpg""><br>Leo elit dui adipiscing ad eleifend congue primis curabitur etiam mi scelerisque nibh habitasse consectetur sapien lacinia condimentum eget. Gravida cubilia justo lacinia scelerisque purus justo orci a vestibulum donec primis suspendisse dignissim class tortor phasellus vestibulum duis ullamcorper natoque leo cursus.</p>","<p style=""text-transform: capitalize"" data-mce-style=""text-transform: capitalize;"">Uses a dictionary of over combined wth a handful of model sentence structures, to generatein lorem Isum which looks reasonable.</p><p><i class=""et-icon et-star"" style=""margin-right: 10px"" data-mce-style=""margin-right: 10px;""></i> DPI Selection:2600/2000/1600/1200<br><i class=""et-icon et-time"" style=""margin-right: 10px"" data-mce-style=""margin-right: 10px;""></i> Connect Directly To Suspension</p>",,,,,,,,,,,,,,,,variable,"Accessories,Children,Electronics,Groceries",,https://shop.ewdc.in/wp-content/uploads/2020/12/12.jpg||https://shop.ewdc.in/wp-content/uploads/2020/12/14.jpg,12.jpg||14.jpg,instock,,,,12345-2-5,yes,173,
3804,"Fryer with DualZone","<p>Fryer with DualZone</p>","<p>Fryer with DualZone</p>",,,,,,,,,,,,,,,,simple,Accessories,,https://shop.ewdc.in/wp-content/uploads/2020/12/7-1.jpg,7-1.jpg,instock,520,500,,,no,,
4718,"BASIL SEED DRINK",,"<p><br data-mce-bogus=""1""></p>",,,,,,,,,,,,,,,,simple,Beverages,,https://shop.ewdc.in/wp-content/uploads/2020/12/BASIL-DRINK-MIXED-FRUIT-DRSDR0305-1.jpg,BASIL-DRINK-MIXED-FRUIT-DRSDR0305-1.jpg,instock,8,,,DRSDR0304,yes,100,
4783,"POUNDCAKE FRUIT SNACK TIME 12X220 GM","POUND FRUIT CAKE 220 GM 12 PACK",,,,,,,,,,,,,,,,"SNACK TIME",simple,Snacks,Groceries,,,instock,469.57,469.57,no,DRBAK0041,yes,100,
4784,"POUNDCAKE VANILLA SNACK TIME 12X220 GM","POUND VANILLA CAKE 220 GM 12 PACK",,,,,,,,,,,,,,,,"SNACK TIME",simple,Snacks,Groceries,,,instock,469.57,469.57,no,DRBAK0042,yes,91,
4785,"SAUCE SOYA LIGHT HE SHUN YUAN 12 X 625ML","SAUCE SOYA LIGHT  625ML 12 PACK","A full bodied and dark reddish, brown sauce that has a rich aroma of fermented soya beans and a robust colour that will enchance the taste and appearance of food when used in stir fries, marinades, stews or as a dip
#Fermented soya beans
#Enchance the taste of food 
#Rich aroma",,,,,,,,,,,,,,,"HE SHUN YUAN",simple,"Seasoning sauces",Groceries,,,instock,236,236,no,DRSAU0416,yes,132.68,
4786,"DATES PREMIUM MUBARAK 600 GM","DATES PREMIUM MUBARAK 600 GM","Remember the childhood days when a fruit was the best way to satiate hunger. For the hunger pangs for today's busy-ness we bring you these nutty delights in form of dried fruits. Eat one, eat more, be rest assured its only the goodness you have consumed. After all Nutrition is our only Tradition.

Health Quotient
?Rich in Vitamins and Minerals
?Good source of Energy
?Rich in Iron and Calcium
?Heart friendly

?Excellent source of nutrition
?Super Food
",,,,,,,,,,,,,,,MUBARAK,simple,Snacks,Groceries,https://shop.ewdc.in/wp-content/uploads/2020/12/MUBARAK.jpg,MUBARAK.jpg,instock,45,45,no,FRFRU0027,yes,1377,
4787,"CHEESE CHEDDAR FRENCH BEGA 24 X 250 GM","CHEESE CHEDDAR FRENCH BEGA  250 GM 24 PACK","Bega processed cheddar cheese slices, have a rich, cheesy flavour and are free from artificial colors and flavours. They come individually wrapped to stay fresh. With a smooth and creamy texture they are ideal for the entire family.",,,,,,,,,,,,,,,BEGA,simple,"Dairy egg &amp; cheeses",Groceries,https://shop.ewdc.in/wp-content/uploads/2020/12/Bega-processed-cheddar-cheese-250g.png,Bega-processed-cheddar-cheese-250g.png,instock,1334,1334,no,CHCHE0130,yes,155.5,
4788,"CHEESE TASTY CHEDDAR BEGA 24 X 250GM","CHEESE CHEDDAR TASTY BEGA  250 GM 24 PACK","Bega processed cheddar cheese slices, have a rich, cheesy flavour and are free from artificial colors and flavours. They come individually wrapped to stay fresh. With a smooth and creamy texture they are ideal for the entire family.",,,,,,,,,,,,,,,BEGA,simple,"Dairy egg &amp; cheeses",Groceries,,,instock,1147,1147,no,CHCHE0290,yes,26.8,
4789,"BAMBOO SKEWERS 10 INCH 80 PCS","BAMBOO SKEWERS 10 INCH 80 PCS","Bamboo Satay Sticks / Skewers / Barbecue Sticks are made with finest grade of bamboo material. The material is made hygienically to avoid any health issues to customers. These are just right for nice middle size Kebabs, Satay or Lots of Marshmallows etc. These plates are widely used in functions, marriage parties, restaurants and many other places. ",,,,,,,,,,,,,,,GENERIC,simple,Disposables,"Home Care &amp; Cleaning",https://shop.ewdc.in/wp-content/uploads/2020/12/81ivR9Re9iL__AC_SL1500_.jpg,81ivR9Re9iL__AC_SL1500_.jpg,instock,9.57,9.57,no,AMBAM0027,yes,709,
4800,"POUNDCAKE FRUIT SNACK TIME 12X220 GM","POUND FRUIT CAKE 220 GM 12 PACK",,,,,,,,,,,,,,,,"SNACK TIME",simple,Snacks,Groceries,,,instock,469.57,469.57,no,DRBAK0041,yes,100,
4801,"POUNDCAKE VANILLA SNACK TIME 12X220 GM","POUND VANILLA CAKE 220 GM 12 PACK",,,,,,,,,,,,,,,,"SNACK TIME",simple,Snacks,Groceries,,,instock,469.57,469.57,no,DRBAK0042,yes,91,
4802,"SAUCE SOYA LIGHT HE SHUN YUAN 12 X 625ML","SAUCE SOYA LIGHT  625ML 12 PACK","A full bodied and dark reddish, brown sauce that has a rich aroma of fermented soya beans and a robust colour that will enchance the taste and appearance of food when used in stir fries, marinades, stews or as a dip
#Fermented soya beans
#Enchance the taste of food 
#Rich aroma",,,,,,,,,,,,,,,"HE SHUN YUAN",simple,"Seasoning sauces",Groceries,,,instock,236,236,no,DRSAU0416,yes,132.68,
4803,"DATES PREMIUM MUBARAK 600 GM","DATES PREMIUM MUBARAK 600 GM","Remember the childhood days when a fruit was the best way to satiate hunger. For the hunger pangs for today's busy-ness we bring you these nutty delights in form of dried fruits. Eat one, eat more, be rest assured its only the goodness you have consumed. After all Nutrition is our only Tradition.

Health Quotient
?Rich in Vitamins and Minerals
?Good source of Energy
?Rich in Iron and Calcium
?Heart friendly

?Excellent source of nutrition
?Super Food
",,,,,,,,,,,,,,,MUBARAK,simple,Snacks,Groceries,https://shop.ewdc.in/wp-content/uploads/2020/12/MUBARAK.jpg,MUBARAK.jpg,instock,45,45,no,FRFRU0027,yes,1377,
4804,"CHEESE CHEDDAR FRENCH BEGA 24 X 250 GM","CHEESE CHEDDAR FRENCH BEGA  250 GM 24 PACK","Bega processed cheddar cheese slices, have a rich, cheesy flavour and are free from artificial colors and flavours. They come individually wrapped to stay fresh. With a smooth and creamy texture they are ideal for the entire family.",,,,,,,,,,,,,,,BEGA,simple,"Dairy egg &amp; cheeses",Groceries,https://shop.ewdc.in/wp-content/uploads/2020/12/Bega-processed-cheddar-cheese-250g.png,Bega-processed-cheddar-cheese-250g.png,instock,1334,1334,no,CHCHE0130,yes,155.5,
4805,"CHEESE TASTY CHEDDAR BEGA 24 X 250GM","CHEESE CHEDDAR TASTY BEGA  250 GM 24 PACK","Bega processed cheddar cheese slices, have a rich, cheesy flavour and are free from artificial colors and flavours. They come individually wrapped to stay fresh. With a smooth and creamy texture they are ideal for the entire family.",,,,,,,,,,,,,,,BEGA,simple,"Dairy egg &amp; cheeses",Groceries,,,instock,1147,1147,no,CHCHE0290,yes,26.8,
4806,"BAMBOO SKEWERS 10 INCH 80 PCS","BAMBOO SKEWERS 10 INCH 80 PCS","Bamboo Satay Sticks / Skewers / Barbecue Sticks are made with finest grade of bamboo material. The material is made hygienically to avoid any health issues to customers. These are just right for nice middle size Kebabs, Satay or Lots of Marshmallows etc. These plates are widely used in functions, marriage parties, restaurants and many other places. ",,,,,,,,,,,,,,,GENERIC,simple,Disposables,"Home Care &amp; Cleaning",https://shop.ewdc.in/wp-content/uploads/2020/12/81ivR9Re9iL__AC_SL1500_.jpg,81ivR9Re9iL__AC_SL1500_.jpg,instock,9.57,9.57,no,AMBAM0027,yes,709,
4816,"Poundcake fruit snack time 12x220 gm","Pound fruit cake 220 gm 12 pack",,469.57,,469.57,469.57,469.57,,469.57,469.57,469.57,,469.57,469.57,,,"SNACK TIME",simple,Snacks,Groceries,,,instock,469.57,469.57,no,DRBAK0041,yes,4998,
4817,"Poundcake vanilla snack time 12x220 gm","Pound vanilla cake 220 gm 12 pack",,469.57,,469.57,469.57,469.57,,469.57,469.57,469.57,,469.57,469.57,,,"SNACK TIME",simple,Snacks,Groceries,,,instock,469.57,469.57,no,DRBAK0042,yes,89,
4818,"Sauce soya light he shun yuan 12 x 625ml","Sauce soya light  625ml 12 pack","A full bodied and dark reddish, brown sauce that has a rich aroma of fermented soya beans and a robust colour that will enchance the taste and appearance of food when used in stir fries, marinades, stews or as a dip
#fermented soya beans
#enchance the taste of food 
#rich aroma",236,,236,236,236,,236,236,236,,236,236,,,"HE SHUN YUAN",simple,"Seasoning sauces",Groceries,,,instock,236,236,no,DRSAU0416,yes,128.68,
4819,"Dates premium mubarak 600 gm","Dates premium mubarak 600 gm","Remember the childhood days when a fruit was the best way to satiate hunger. For the hunger pangs for today's busy-ness we bring you these nutty delights in form of dried fruits. Eat one, eat more, be rest assured its only the goodness you have consumed. After all nutrition is our only tradition.

Health quotient
?Rich in vitamins and minerals
?Good source of energy
?Rich in iron and calcium
?Heart friendly

?Excellent source of nutrition
?Super food
",45,,45,45,45,,45,45,45,,45,45,,,MUBARAK,simple,Snacks,Groceries,https://shop.ewdc.in/wp-content/uploads/2020/12/MUBARAK.jpg,MUBARAK.jpg,instock,45,45,no,FRFRU0027,yes,1375,
4820,"Cheese cheddar french bega 24 x 250 gm","Cheese cheddar french bega  250 gm 24 pack","Bega processed cheddar cheese slices, have a rich, cheesy flavour and are free from artificial colors and flavours. They come individually wrapped to stay fresh. With a smooth and creamy texture they are ideal for the entire family.",1334,,1334,1334,1334,,1334,1334,1334,,1334,1334,,,BEGA,simple,"Dairy egg &amp; cheeses",Groceries,https://shop.ewdc.in/wp-content/uploads/2020/12/Bega-processed-cheddar-cheese-250g.png,Bega-processed-cheddar-cheese-250g.png,instock,1334,1334,no,CHCHE0130,yes,153.5,
4821,"Cheese tasty cheddar bega 24 x 250gm","Cheese cheddar tasty bega  250 gm 24 pack","Bega processed cheddar cheese slices, have a rich, cheesy flavour and are free from artificial colors and flavours. They come individually wrapped to stay fresh. With a smooth and creamy texture they are ideal for the entire family.",1147,,1147,1147,1147,,1147,1147,1147,,1147,1147,,,BEGA,simple,"Dairy egg &amp; cheeses",Groceries,https://shop.ewdc.in/wp-content/uploads/2020/12/Bega-processed-cheddar-cheese-250g.png,Bega-processed-cheddar-cheese-250g.png,instock,1147,1147,no,CHCHE0290,yes,26.8,
4822,"Bamboo skewers 10 inch 80 pcs","Bamboo skewers 10 inch 80 pcs","Bamboo satay sticks / skewers / barbecue sticks are made with finest grade of bamboo material. The material is made hygienically to avoid any health issues to customers. These are just right for nice middle size kebabs, satay or lots of marshmallows etc. These plates are widely used in functions, marriage parties, restaurants and many other places. ",9.57,,9.57,9.57,9.57,,9.57,9.57,9.57,,9.57,9.57,,,GENERIC,simple,Disposables,"Home Care &amp; Cleaning",https://shop.ewdc.in/wp-content/uploads/2020/12/81ivR9Re9iL__AC_SL1500_.jpg,81ivR9Re9iL__AC_SL1500_.jpg,instock,9.57,9.57,no,AMBAM0027,yes,709,
4824,"Header promo banner - niche-market02",,,,,,,,,,,,,,,,,,,,,,,,,,no,,no,,
4833,"Atlas beer mega strong (16%) 24x500ml","Atlas 16 mega strong beer 500ml 6pack","Atlas 16 copper colored beer with the aroma of honey. It has a full and sizzling flavor and aftertaste.?
Buy atlas 16%?online @shop.Ewdc.In and have it delivered within an hour after confirming your order.
Enjoy fast alcohol delivery and the best prices in seychelles 

Brand: atlas
Country of origin: netherlands
Volume (ml):500ml
Alcohol content (abv):16%",1560,,1565,1560,1560,,1565,1560,1560,,1565,1560,,,,simple,"Alcholic drink,Beer","Imported beer",https://shop.ewdc.in/wp-content/uploads/2020/12/atlas-mega-strong.jpg,atlas-mega-strong.jpg,instock,1565,1560,,DRBER0052,yes,1845,
4834,"Hd garbage bag hotpack (65x95cm) 30x20pcs","Hd garbage bag hotpack (65x95cm)","? great for all of your waste management needs, this trash bag is the perfect solution for high traffic areas, like outdoor events where customers are on-the-go. 
? provides large capacity and maximum resistance to punctures and tears 
? made with strong flex material designed to resist rips and tears even with maximum loads",713.04,,713.04,,713.04,,713.04,,713.04,,713.04,,,,,simple,Cleaning,"Home Care &amp; Cleaning",https://shop.ewdc.in/wp-content/uploads/2020/12/41t40u6aUeL__AC_SY400_.jpg,41t40u6aUeL__AC_SY400_.jpg,instock,713.04,,,AMBAG0173,yes,39,
4835,"Blitz insect killer crown 48 x 400 ml","Blitz insect killer crown 400 ml","?kills on contact.
?use indoors and outdoors.
?powerful and effective to kill mosquitoes, flies, cockroaches, bugs ans other insects.
?suitable to be use in household, hotels and restaurants.
?made of high-graded raw materials.
",1488.7,,1488.7,,1488.7,,1488.7,,1488.7,,1488.7,,,,,simple,Hygiene,"Insect &amp; Pest Control",https://shop.ewdc.in/wp-content/uploads/2020/12/DSC04355-min-1.png,DSC04355-min-1.png,instock,1488.7,,,AMPES0002,yes,9,
4839,"Antiseptic liquid savlon 24x200ml","""Give yourself and your family complete protection with the savlon antiseptic liquid that is an all-round wound care liquid trusted by doctors. Its special formula is effective in cleaning and disinfecting wounds and has healing properties. Bring home this antiseptic liquid that provides effective protection against germs and is the most trusted disinfection and wound healing antiseptic liquid used at home, hospitals, etc. 

Key benefits/uses:
An effective disinfectant solution that kills 99.9% of germs.
Safe wound care antiseptic liquid that heals gently.
Used at home and hospitals and is trusted by doctors.

Direction for use/dosage:
Has a strong formula; dilute before using.
Read the label for usage instructions.

Safety information:
For external use only; don’t swallow the liquid.
Check for an expiration date before use.
Keep it out of reach of children.
Store it in a cool and dry place
""
","Savlon liquid antiseptic 200ml 24pack
",875,,875,,875,,875,,875,,875,,,,SAVLON,simple,Hygiene,"Health &amp; Personal Care",https://shop.ewdc.in/wp-content/uploads/2020/12/sav0052_1.jpg,sav0052_1.jpg,instock,875,,,AMHYG0419,yes,379,
4841,"Antiseptic liquid savlon 24x500ml","""Give yourself and your family complete protection with the savlon antiseptic liquid that is an all-round wound care liquid trusted by doctors. Its special formula is effective in cleaning and disinfecting wounds and has healing properties. Bring home this antiseptic liquid that provides effective protection against germs and is the most trusted disinfection and wound healing antiseptic liquid used at home, hospitals, etc. 

Key benefits/uses:
An effective disinfectant solution that kills 99.9% of germs.
Safe wound care antiseptic liquid that heals gently.
Used at home and hospitals and is trusted by doctors.

Direction for use/dosage:
Has a strong formula; dilute before using.
Read the label for usage instructions.

Safety information:
For external use only; don’t swallow the liquid.
Check for an expiration date before use.
Keep it out of reach of children.
Store it in a cool and dry place""
","Savlon liquid antiseptic 500ml 24pack
",1785,,1785,,1785,,1785,,1785,,1785,,,,SAVLON,simple,Savlon,"Health &amp; Personal Care",https://shop.ewdc.in/wp-content/uploads/2020/12/71mtN5cFY3L__SX679_.jpg,71mtN5cFY3L__SX679_.jpg,instock,1785,,,AMHYG0418,yes,88,
4843,"Yoghurt plain pascual 24x125ml","""Enjoy a deliciously creamy yogurt.

Pascual’s creamy yogurt is a super smooth yogurt featuring delicious fruit combinations.
""
","Yoghurt plain pascual 125ml 24pack
",229.7,,229.7,,229.7,,229.7,,229.7,,229.7,,,,PASCUAL,simple,"Dairy egg &amp; cheeses",Grocery,https://shop.ewdc.in/wp-content/uploads/2020/12/I038310.jpg||https://shop.ewdc.in/wp-content/uploads/2020/12/73befe083204145d634901e65eda41e4.jpg,I038310.jpg||73befe083204145d634901e65eda41e4.jpg,instock,229.7,,,DRYOG0025,yes,66,
4845,"Cheese sandwich slices president 36 x 200 gm","""President sandwich cheese slices is a soft, mild-tasting fresh cheese made from milk, it can be mixed with other ingredients, such as yogurt or pepper jelly, to make spreads. They make a perfect accompaniment for your sandwiches and burgers and can also be added to pasta and noodles for a cheesy zing.
Product features:  
•brand: president
•size: 200 g
•packaging: pouch
•details: rich in calcium, it also proves to be an excellent source of daily nutrition
•individually packed, they're fun for the whole family
""
","Cheese sandwich slices 200 gm 36 pack
",1352,,1352,,1352,,1352,,1352,,1352,,,,PRESIDENT,simple,"Dairy egg &amp; cheeses",Grocery,https://shop.ewdc.in/wp-content/uploads/2020/12/imagesUJFFN1SN.jpg,imagesUJFFN1SN.jpg,instock,1352,,,CHCHE0311,yes,283,
